windows,win_rate,rw_spd_pct,score,mean_pct,uniform_rw_spd_pct,mean_excess,min_excess,regime,start,end,selection_metric,label,model,a_ml
2007,93.07424015944196,65.15796055680667,79.11610035812431,48.90531889994759,44.1534515035299,9.764257176991736,-3.3399129293777285,D,2018-01-01,2024-06-30,70.98977952969477,weight blend alpha_v4=0.75,,
2007,92.47633283507723,58.61372167276867,75.54502725392295,47.754944877010864,44.1534515035299,8.613883154055024,-2.5505210283287916,D,2018-01-01,2024-06-30,70.11563885604404,weight blend alpha_v4=0.5,,
2007,86.94569008470354,52.0694827887307,69.50758643671712,46.604570854074154,44.1534515035299,7.46350913111831,-4.891325449626983,D,2018-01-01,2024-06-30,66.77513046938884,weight blend alpha_v4=0.25,,
2007,82.31190832087692,67.62569361657425,74.96880096872559,50.23161495424362,44.1534515035299,11.090553231287773,-7.543639381263411,D,2018-01-01,2024-06-30,66.27176163756027,prediction average a=2.0,predavg,2.0
2007,77.57847533632287,59.44299728050943,68.51073630841614,46.751679874821455,44.1534515035299,7.610618151865619,-5.590395393731029,D,2018-01-01,2024-06-30,62.165077605572165,prediction average a=1.0,predavg,1.0
2007,69.8555057299452,60.43370464078973,65.14460518536745,45.84831801848121,44.1534515035299,6.707256295525358,-16.79047627661833,D,2018-01-01,2024-06-30,57.8519118742132,stacking a=2.0,stack,2.0
2007,70.254110612855,55.38401086150503,62.81906073718002,42.94557831153382,44.1534515035299,3.8045165885779766,-9.29664124708927,D,2018-01-01,2024-06-30,56.59984446219441,stacking a=1.0,stack,1.0
