time,AdrActCnt,AdrBalCnt,BlkCnt,CapMVRVCur,CapMrktCurUSD,FeeTotNtv,HashRate,IssTotNtv,PriceUSD,TxCnt,TxTfrCnt,FlowInExNtv,FlowInExUSD,FlowOutExNtv,FlowOutExUSD,IssTotUSD,ROI1yr,ROI30d,SplyCur,SplyExNtv,volume_reported_spot_usd_1d
2014-06-15,177382,2989562,190,1.70763012,7607972669.742339,9.70837958,111040.059483767,4750.0,589.724646405611,54739,205477,10342.08956752,6098985.11330089,13971.61047549,8239403.04737527,2801192.070426652,490.4625036725468,31.41726078736941,12900889.79002854,887962.25924786,15128591.5812632
2014-06-16,177312,2989545,188,1.70895309,7621621668.269791,11.93240244,109871.216752359,4700.0,590.567482174167,67803,188546,27257.06196527,16097134.456294756,19338.95368333,11420957.184647031,2775667.166218585,496.3018110471216,31.464421119553545,12905589.79002854,895880.3675298,17354059.77343
2014-06-17,184074,2997026,184,1.76144005,7863338435.037618,11.95860024,107533.531289543,4600.0,609.080002922268,69331,198985,15616.0269824,9511409.760074409,17114.82779532,10424299.36358762,2801768.013442433,508.31167434646494,36.27089748776877,12910189.79002854,894381.56671688,11002056.3947135
2014-06-18,165353,3000938,158,1.75639628,7847016126.462624,12.78271095,103872.344332371,3950.0,607.629796025716,63028,172153,18530.70442189,11259808.148085853,15849.53723996,9630651.080218883,2400137.694301578,482.6393659478872,35.81206971234883,12914139.79002854,897062.73389881,9470812.99929523
2014-06-19,158405,3002172,167,1.72175665,7696105115.40057,11.74113797,111761.157396392,4175.0,595.751476914085,62474,174046,23492.33357349,13995592.422565011,19014.84764086,11328123.565338649,2487262.4161163047,470.54944749246783,21.498707905678767,12918314.79002854,901540.21983144,7363771.0390455
2014-06-20,155204,3006659,186,1.70893923,7644341041.254793,10.7624985,124476.49865706,4650.0,591.531522793688,57135,162349,15015.44830476,8882111.001144582,17511.45692652,10358578.78208045,2750621.580990649,467.01656333488,19.759346671731272,12922964.79002854,899044.21120968,11074640.5398415
2014-06-21,152595,3009092,186,1.71186032,7663029171.639408,9.14470063,124476.49865706,4650.0,592.764349503215,51083,155044,12412.50155086,7357688.407503175,17007.93204976,10081695.777870867,2756354.2251899494,484.4830580819784,12.518654585510742,12927614.79002854,894448.78071078,5728367.29857942
2014-06-22,185446,3020946,180,1.73072722,7754543912.918248,9.14202487,120461.127732638,4500.0,599.634633547633,50597,197916,10187.37478023,6108702.7431556145,9142.06604377,5481899.422024283,2698355.8509643483,499.39782061206745,14.499792214054732,12932114.78970094,895494.08944724,6538850.75081918
2014-06-23,162950,3022895,176,1.70033791,7626752045.951779,11.33256096,117784.213783024,4400.0,589.552299824664,60115,174646,20827.33291644,12278802.020101128,24888.73976817,14673213.770062199,2594030.119228522,487.7025378590977,11.72296442229192,12936514.78964634,891432.68259551,7839011.59843742
2014-06-24,174440,3022935,188,1.67166269,7505564464.566435,10.9860565,125814.955631867,4700.0,579.973718585622,64075,176247,18371.81494271,10655169.829490414,12831.80289524,7442108.441310093,2725876.4773524236,485.56183338266015,1.1618899410602102,12941214.78964634,896972.69464298,8643369.67312496
2014-06-25,174070,3027064,187,1.62093285,7278655388.868243,12.30790257,125145.727144463,4675.0,562.236779953244,64056,182182,24425.7338148,13733045.928028218,17544.3734938,9864092.059451155,2628456.946281416,474.6915602724066,-3.86616623240221,12945889.78948254,903854.05496398,11929757.8589153
2014-06-26,158966,3031830,171,1.67219737,7520798233.422416,10.10366578,114438.071346006,4275.0,580.749230274693,61079,169977,17477.30936462,10149933.960775748,17072.35990097,9914759.87146086,2482702.959424312,488.6864856884516,1.1884692556073788,12950164.78948254,904259.00442763,7458936.93618256
2014-06-27,166577,3035412,197,1.72780213,7781323177.161319,10.67664091,131838.012018499,4925.0,600.638305376973,62724,175334,17886.4269283,10743273.159463167,13468.55640374,8089730.894216571,2958143.653981592,520.4688009783177,3.703277298222585,12955089.78948254,908676.87495219,11767441.588746
2014-06-28,144471,3035033,182,1.70918053,7703084236.89747,9.34513432,121799.584707445,4550.0,594.390304208065,54720,150568,10957.34630108,6512940.401212057,13014.56390178,7735730.596714315,2704475.884146696,564.6839060137053,4.215134973971216,12959639.78948254,906619.65735149,6346602.08810701
2014-06-29,175850,3047165,157,1.72411286,7789034988.55802,8.93020091,121250.583447258,3925.0,600.840518410286,50174,204525,12242.45990185,7355765.954044693,13653.33122364,8203474.610439202,2358299.0347603722,576.6428471548465,-3.222349918900959,12963564.78948254,905208.7860297,3427242.52419679
2014-06-30,181598,3048960,132,1.82938369,8285127867.594063,11.87985972,110358.632936103,3300.0,638.94611396844,69802,187441,28450.07118587,18178062.426337123,17989.78553388,11494503.557998285,2108522.176095852,614.0585971952414,1.7604438140285406,12966864.78948254,915669.07168169,26721606.3945755
2014-07-01,185615,3051107,133,1.83761917,8339269085.949757,13.1681984,111194.683185619,3325.0,642.95659672706,69748,194851,42763.03904441,27494778.04970024,31447.11988536,20219133.17835892,2137830.6841174746,675.8844571936677,2.0444620308782144,12970189.78948254,926984.99084074,21693148.8692157
2014-07-02,179686,3052340,137,1.85565119,8449693876.733048,12.61848038,114538.884183682,3425.0,651.298347749854,65850,180892,26242.61621255,17091772.579867344,28963.87571673,18864124.39873837,2230696.8410432497,641.6585662431185,-1.8398298096202697,12973614.78948254,924263.73133656,10621164.0330824
2014-07-03,158572,3057216,139,1.83854971,8388564591.868048,10.77515105,116210.984682714,3475.0,646.413389130333,61838,174770,20533.87546529,13273372.031498302,17978.16176215,11621324.47500474,2246286.527227907,732.0276953274911,-3.863024322191868,12977089.78948254,926819.4450397,8552524.86227931
2014-07-04,144187,3065110,166,1.79270708,8186430683.194879,10.31852456,138784.341419644,4150.0,630.635502922268,59708,160100,17825.86784878,11241625.135841262,15488.85090964,9767819.283088848,2617137.337127412,696.9122793301175,-2.058103095392652,12981239.78948254,929156.46197884,11452709.1560854
2014-07-05,126478,3071861,152,1.79121232,8186656505.649635,8.04536289,127079.637926421,3800.0,630.468341905318,48881,141265,12874.49603601,8116962.168689814,8600.71947563,5422481.346993223,2395779.6992402086,834.7524877704261,-4.691617432029725,12985039.78948254,933430.23853922,4193749.43243687
2014-07-06,184532,3085371,142,1.80217443,8243503019.146678,9.29735673,118719.135431262,3550.0,634.67267445938,52464,206840,8691.02228883,5515954.359837818,11975.16507857,7600310.047508594,2253087.994330799,856.6725864653918,-2.378072475246313,12988589.78948254,930146.09574948,5178776.15745841
2014-07-07,189077,3091206,150,1.76756914,8092343526.215069,11.51659533,125407.53742739,3750.0,622.854978959673,65833,192400,20093.12295621,12515101.676124303,16759.06746756,10438468.614890823,2335706.1710987734,763.762452535552,-5.168282394234744,12992339.78948254,933480.15123813,9965049.16493813
2014-07-08,211510,3095356,150,1.77273738,8121182835.822323,12.08565701,125407.53742739,3750.0,624.894331092928,69343,212688,15471.66312707,9668154.580685526,15902.44577413,9937348.214766527,2343353.74159848,744.5824377616404,-5.005266643377919,12996089.78948254,933049.36859107,4338531.01778656
2014-07-09,187251,3101259,166,1.76136723,8085357327.32265,11.92583516,138784.341419644,4150.0,621.939091759205,69653,192793,14063.51363585,8746648.897623744,11586.66201391,7206198.0494520655,2581047.230800701,730.4489557381542,-4.071533501657145,13000239.78948254,935526.22021301,5081222.48626459
2014-07-10,167058,3103700,149,1.74495565,8017241430.5840225,10.91249194,124571.487177874,3725.0,616.522849795441,62823,170402,19538.1538624,12045718.29898865,14070.72266172,8674922.034084907,2296547.6154880174,625.2042919073662,-5.286806623387691,13003964.78937334,940993.65141369,9568487.36155628
2014-07-11,169606,3106407,156,1.79446067,8253417080.417894,10.83844878,130423.838924485,3900.0,634.494378141438,58631,170042,13720.54974055,8705611.675388942,19058.27200128,12092366.441902531,2474528.074751608,625.1567416362542,0.4759157842030058,13007864.78927334,935655.92915296,8119244.25380085
2014-07-12,156338,3115383,157,1.80030291,8287520652.396224,8.76110833,131517.316592705,3925.0,636.923957934541,53816,167948,18627.86822108,11864535.555253332,12263.17041037,7810707.034598609,2499926.534893073,607.3262729553962,7.593036011454664,13011789.78927334,942020.62696367,5886418.80258349
2014-07-13,185975,3124850,160,1.77957268,8198330361.0318365,9.34367576,137886.878621816,4000.0,629.87575043834,51752,203324,19108.29448476,12035851.328184998,15773.8315684,9935553.996433929,2519503.00175336,587.6928539069996,5.498873744296702,13015789.78921874,945355.08988003,5238279.62898963
2014-07-14,164790,3130084,135,1.74898486,8061433756.935482,11.9874094,116342.053837157,3375.0,619.197459088252,63947,169366,15378.06481711,9522058.660448957,16139.3760413,9993460.636042772,2089791.4244228504,588.8217018841239,7.581839978736641,13019164.78921874,944593.77865584,6102461.34997086
2014-07-15,176650,3135845,159,1.75571279,8099541253.819256,12.37117878,137025.08563043,3975.0,621.934601402689,71208,190632,17075.8462132,10620059.608220158,13092.09700136,8142428.130066171,2472190.0405756887,563.0704826850194,5.46186346346531,13023139.78921874,948577.52786768,5785948.10961555
2014-07-16,168305,3141053,144,1.73946637,8029055588.439428,12.70639483,124098.190759634,3600.0,616.351882232612,65933,173074,24144.6118668,14881576.96987804,21922.81760426,13512169.894227892,2218866.7760374034,571.5460093213995,4.366037893505408,13026739.78921874,950799.32213022,6800208.3830233
2014-07-17,173954,3143227,172,1.76036866,8134747451.004152,11.70440174,148228.394518452,4300.0,624.259274985389,65617,179079,16195.79424909,10110374.775749456,13325.89146374,8318811.343688317,2684314.882437173,585.762944708897,2.492163917760103,13031039.78902764,953669.22491557,6882769.49200784
2014-07-18,168626,3140704,172,1.77738508,8222042400.381292,11.93230446,148228.394518452,4300.0,630.750140268849,63793,169282,22504.86662666,14194947.781497533,13519.17270359,8527220.079108188,2712225.6031560507,642.3932479019124,3.805005020220321,13035339.78902764,962654.91883864,7790848.40218968
2014-07-19,148917,3148410,177,1.77274463,8204272683.385586,10.17517104,152537.359475384,4425.0,629.17336440678,58470,155854,9423.43273149,5928972.875932536,24422.32485734,15365876.29712794,2784092.137500001,629.5711487244497,5.610038545907784,13039764.78902764,947656.02671279,3022760.49957539
2014-07-20,190961,3162776,155,1.76080313,8155518511.085368,9.2454258,133577.913664884,3875.0,625.248676212741,53542,211854,11146.05193365,6969054.216513125,9184.23922729,5742433.4188842,2422838.6203243714,636.3589092091491,5.699975761192468,13043639.78902764,949617.83941915,2513127.27971061
2014-07-21,161778,3162462,155,1.74762284,8106490499.037141,10.48282137,133577.913664884,3875.0,621.305331385155,63367,172910,19711.79868894,12247045.61662933,15859.10518334,9853346.601407088,2407558.159117476,625.2787530473527,4.814895144395852,13047514.78788104,953470.53292475,5187660.4047787
2014-07-22,169127,3164487,142,1.74270129,8089353581.571574,11.81677055,122374.604776862,3550.0,619.823264465225,67264,174799,20344.94412277,12610269.681537895,16966.2339008,10516066.482074425,2200372.5888515487,623.6781015734852,3.3668220259642827,13051064.78788104,956849.24314672,4413368.96112319
2014-07-23,174755,3170367,146,1.74066345,8090957356.263835,10.83940785,125821.776742407,3650.0,619.772816773817,65840,175589,18354.82407031,11375821.015443884,22076.26330506,13682267.892417492,2262170.781224432,612.5704643795707,5.126011205136628,13054714.78788104,953127.80391197,5055517.41375405
2014-07-24,176149,3172320,143,1.69279908,7872577118.482392,10.64280072,123236.397768248,3575.0,602.87964552893,65859,181288,26381.1703483,15904670.628221422,22665.40331161,13664510.314273672,2155294.7327659247,583.9112989066693,3.949476710628985,13058289.78779914,956843.57094866,14239444.5880384
2014-07-25,177347,3175456,163,1.68863136,7858038002.48922,10.57399142,141655.467292385,4075.0,601.578514319112,62203,181364,21900.4701933,13174852.321775408,25341.32749737,15244798.146741904,2451432.445850381,567.1892941818307,6.997360501591459,13062364.78771724,953402.71364459,6563153.82421612
2014-07-26,140817,3180552,134,1.66914747,7770214649.365698,8.6751365,124806.737276296,3350.0,594.702607247224,56869,152123,14389.34066795,8557378.411798377,11073.78653707,6585609.7256947365,1992253.7342782004,560.8982707488707,2.4026509627797727,13065714.78698014,956718.26777547,5820777.39504845
2014-07-27,182563,3188701,153,1.65995112,7731618804.772214,8.87012098,142503.2149498,3825.0,591.575444184687,51250,202669,12462.13524529,7372293.193222075,9885.88558041,5848247.153390039,2262776.074006428,570.9846233682553,-1.508871663887306,13069539.78698014,959294.51744035,4804176.54786773
2014-07-28,174637,3192199,150,1.64850401,7680466301.768531,10.40923927,139709.03426451,3750.0,587.493004967855,64903,180079,22568.16939294,13258641.653281892,24314.34726318,14284508.93747756,2203098.768629456,533.4440348458058,-1.160399015828436,13073289.78698014,957548.33957011,14668502.2819533
2014-07-29,170530,3197116,149,1.63937643,7638446404.929316,10.79903281,138777.640702747,3725.0,584.11239333723,62541,175575,16070.48760914,9386970.979471063,13138.50444662,7674363.277187047,2175818.6651811814,526.0670411644143,-2.7841206710418938,13077014.78698014,960480.32273263,6166878.27720968
2014-07-30,180476,3198750,172,1.58077127,7363663408.729459,10.74474618,160199.692623305,4300.0,562.914625073057,65495,177962,23963.11758565,13489189.351307748,18625.07604997,10484327.701626036,2420532.8878141446,482.3683311425297,-11.899515034712072,13081314.78689824,965818.36426831,11974207.7284089
2014-07-31,177455,3195932,154,1.63310806,7615246130.011167,11.15814831,143434.608511564,3850.0,581.975561952075,69650,183682,19868.07017176,11562731.303113284,21658.77877749,12604879.950225418,2240605.9135154886,493.7046731502887,-9.484471437948685,13085164.78676174,964027.65566258,14500685.1507052
2014-08-01,172169,3201634,157,1.67172212,7807730529.548638,10.47439382,146228.789196854,3925.0,596.506759205143,66047,180932,21276.17066691,12691379.61281401,18682.53518135,11144258.514763156,2341289.0298801865,517.7063303515085,-8.412671202684354,13089089.78659788,966621.29114814,14683385.7730556
2014-08-02,141630,3205523,163,1.65218507,7721789009.474624,8.54394338,151817.150567434,4075.0,589.757261542957,55208,147933,15282.61403966,9013032.605247827,16209.34190459,9559577.093064496,2403260.8407875495,513.8539083619343,-8.764689676926338,13093164.78659785,965694.56328321,4653457.40747599
2014-08-03,176087,3212839,154,1.64362281,7684722365.699664,8.72959644,143434.608511564,3850.0,586.753736703682,54294,191951,8731.28722198,5123115.403729876,9658.88271493,5667385.525367782,2259001.886309176,514.3586556505834,-6.958340596944613,13097014.78659785,964766.96779026,4161455.70409753
2014-08-04,172824,3208442,128,1.64417187,7697795405.135168,11.06974336,119218.375905715,3200.0,587.60833547633,67849,164176,22172.23955551,13028592.778995674,22361.03049411,13139527.908179434,1880346.673524256,509.7705549942766,-6.798121900849472,13100214.78659785,964578.17685166,6277955.03567041
2014-08-05,203179,3214425,135,1.61859835,7624742882.8655615,12.43515778,125738.130838059,3375.0,581.881988603156,74637,207784,25640.8405202,14919943.271350356,25461.009336,14815302.7442752,1963851.7115356517,496.6359983044411,-8.317781429804214,13103589.78659785,964758.00803586,8273475.51397415
2014-08-06,196452,3218743,164,1.61916711,7631931031.328075,12.63340515,152748.544129197,4100.0,582.248371420222,77201,211337,21598.50800016,12575696.108199796,17302.82413259,10074541.172171041,2387218.3228229103,496.1310315116349,-6.519432116810616,13107689.78659785,969053.69190343,8607172.47679007
2014-08-07,178997,3219164,160,1.62893008,7684061659.5565405,10.9295697,149022.969882144,4000.0,586.046633547633,69305,182931,17119.03456596,10032552.576966422,20680.21303968,12119569.232952327,2344186.534190532,503.8343440097236,-6.216682663347453,13111689.78659783,965492.51342971,7892706.47240398
2014-08-08,173005,3222101,158,1.63661291,7725432021.491322,11.0942202,153677.347167073,3950.0,589.024412624196,67797,176786,17928.44754008,10560293.281559331,15505.92177971,9133366.468490409,2326646.4298655745,524.9113745366026,-5.292267292912427,13115639.78659783,967915.03919008,6508276.27644966
2014-08-09,152677,3227610,182,1.63562717,7727509980.112867,9.42100546,178499.415531386,4550.0,588.978521332554,61115,163700,10669.40712091,6284051.629568594,9381.45846157,5525477.532638275,2679852.2720631207,536.9209859421811,-4.467689798038467,13120189.78659783,969202.98784942,2878784.18628229
2014-08-10,202330,3234398,177,1.63601768,7735300179.776458,10.07841244,173595.585434369,4425.0,589.373502045587,58924,222385,14854.65759693,8754941.569590718,11612.37669177,6844027.117901033,2607977.7465517223,531.7408692980805,-7.111312196022788,13124614.78659783,972445.26875458,4066860.8842033
2014-08-11,190879,3238722,182,1.59181557,7528807737.955706,11.82082046,178499.415531386,4550.0,573.441483927528,73128,200931,18751.57290537,10752929.7928306,23652.36727485,13563248.588488884,2609158.751870252,508.2884277166724,-9.967041311003308,13129164.78659783,967544.4743851,10436186.7979295
2014-08-12,204689,3245079,174,1.57747585,7463875219.404001,12.8358524,170653.28737616,4350.0,568.307520163647,78838,216034,27183.59890739,15448643.684182035,26527.31781827,15075674.20589395,2472137.7127118646,495.4201507245979,-9.774662738142672,13133514.78659783,968200.75547422,9978094.10999776
2014-08-13,195738,3249333,145,1.52247712,7204015648.190995,12.32946741,142211.072813467,3625.0,548.370175336061,75082,200163,32291.66162016,17707784.14453989,29594.38476273,16228677.961301101,1987841.8855932208,460.94042917313567,-11.438561756451945,13137139.78659783,970898.03233165,27147757.4284318
2014-08-14,202135,3249053,180,1.40529956,6637940814.668621,12.53324892,176537.883492579,4500.0,505.107499707773,80916,207670,39482.97783638,19943148.21595132,41350.58065258,20886488.404889297,2272983.7486849786,409.585289080484,-18.784467278621964,13141639.78659783,969030.42951545,36842516.6682389
2014-08-15,200423,3247648,165,1.39272818,6577129265.814935,12.41232189,161826.393201531,4125.0,500.323060132671,73530,189370,37157.40878025,18590708.467535257,28138.59766646,14078389.292325301,2063832.623047268,409.9803897738887,-18.825094145839167,13145764.78659783,978049.24062924,20466759.3238037
2014-08-16,173929,3247556,158,1.4519714,6860836902.45511,12.30871244,154961.031065708,3950.0,521.7479628872,65307,170213,18813.42777779,9815867.617987394,26821.28249025,13993949.501310064,2060904.45340444,430.81988569665583,-16.421271770545715,13149714.78659783,970041.38591678,16044980.1955596
2014-08-17,201320,3261641,170,1.38521881,6547578796.122172,37.37651806,166730.223298547,4250.0,497.764658971362,60043,224106,33584.29592866,16717075.609722747,23991.61945101,11942180.274202688,2115499.800628288,399.6106986027563,-21.083702215397636,13153964.78659783,979634.06239443,13995880.5188219
2014-08-18,193767,3267713,198,1.30849176,6170977283.784933,11.7154226,194191.671841837,4950.0,468.957918176505,72355,198190,58200.68227619,27293670.796694275,53697.88153121,25182046.73336484,2321341.6949737,372.8445121444925,-25.464435606128227,13158914.7865978,984136.86313941,35779871.2336572
2014-08-19,187448,3272357,186,1.35854035,6407948972.822277,12.83558331,189172.925205021,4650.0,486.794350672122,74860,194103,32685.00427479,15910875.432661928,29597.2529016,14407775.50791295,2263593.7306253677,373.6090174965029,-22.14388143598562,13163564.78659778,987224.6145126,22959877.3032299
2014-08-20,186763,3281429,169,1.43685004,6782996534.776816,11.87020549,200319.92108908,4225.0,515.120353886616,72909,191655,27559.06661387,14196236.146921538,33304.30687579,17155726.343805403,2176383.4951709528,392.9371424399508,-17.09062712560462,13167789.78659778,981479.37425068,28524753.7851404
2014-08-21,193528,3289009,165,1.44883851,6840278776.310349,11.41675549,195578.621181646,4125.0,519.307852133255,73090,202014,39905.33403003,20723153.30379497,38630.49370986,20061118.71531461,2142144.890049677,368.6826134299215,-16.216785992809303,13171914.78659777,982754.21457085,20162654.4561905
2014-08-22,182975,3294075,157,1.43998218,6800833147.530853,10.7530745,186096.021366778,3925.0,516.159368790181,66760,182965,25230.0159171,13022709.090336556,26256.45128009,13552513.319401395,2025925.5225014605,371.2784957555567,-16.717972324599256,13175839.78659776,981727.77920786,16019933.2073911
2014-08-23,151274,3298090,162,1.38794257,6552062720.254031,8.68056044,192022.646251071,4050.0,497.12575949737,57747,151146,15222.06243659,7567279.34990619,10976.06434974,5456484.326156504,2013359.3259643484,361.5942143656226,-17.541459031806923,13179889.78659774,985973.77729471,10787968.2455618
2014-08-24,208310,3307689,146,1.41936719,6702916915.408682,13.3624694,173057.446621335,3650.0,508.430741963764,57066,229772,15761.72495609,8013745.514053615,12088.34777772,6146087.629742197,1855772.2081677385,366.9528386945672,-15.483892815017828,13183539.78659772,989647.15447308,6926949.31281473
2014-08-25,181249,3311591,137,1.40049218,6614717186.971278,12.19192608,162389.521829609,3425.0,501.610286674459,69534,186413,39730.10847638,19929031.102444325,17758.01099797,8907600.987459926,1718015.231860022,343.5788078499348,-15.6535921380391,13186964.78659772,1011619.25195149,8232488.47897245
2014-08-26,188274,3317692,173,1.4286897,6751992304.037248,11.55224928,205061.220996514,4325.0,511.852321741672,72342,189069,30811.71372325,15771047.206085248,17246.96729691,8827900.253926072,2213761.2915327316,356.52954694140635,-13.47640833079032,13191289.78659772,1025183.99837783,11167087.5229981
2014-08-27,189509,3317513,169,1.42412594,6731854487.099825,11.66349514,200319.92108908,4225.0,510.162323787259,75503,189578,28738.35132641,14661224.094495982,27224.33005003,13888827.481874608,2155435.818001169,333.22285176490004,-13.162825859488684,13195514.78659771,1026698.01965421,9768964.61533996
2014-08-28,191762,3325497,173,1.41962708,6682882888.320471,10.36404959,205061.220996514,4325.0,506.285151665693,67833,197426,24763.49385843,12537389.243887687,17167.32630281,8691562.400912602,2189683.2809541225,327.9041714435297,-13.324018212810696,13199839.78659771,1034294.18720983,7787447.3658325
2014-08-29,165055,3328405,170,1.4275503,6719119904.604481,10.28089987,201505.246065938,4250.0,508.866571887785,67775,167162,22325.48276165,11360691.878660673,15475.85415232,7875144.849526421,2162682.9305230863,328.2104085070492,-9.601465440386704,13204089.78659769,1041143.81581916,7527568.50870417
2014-08-30,167970,3331559,182,1.40634187,6621170462.054868,9.15537219,215729.14578824,4550.0,501.275723261251,61204,170148,22539.02139875,11298264.25325922,9960.06939191,4992740.988161934,2280804.540838692,301.3886372099615,-13.86653391770247,13208639.78606061,1053722.767826,5246827.64425389
2014-08-31,191406,3343352,188,1.34266216,6322734056.408167,9.04186582,224266.372936306,4700.0,478.511425482174,58486,204296,19463.47173478,9313493.604641581,13765.97412486,6587175.901637481,2249003.6997662177,272.7363753190782,-19.78105560449979,13213339.78606057,1059420.26543592,14741701.9596734
2014-09-01,190403,3355003,136,1.33136652,6271891388.006875,10.78462369,185433.910730305,3400.0,474.541489772063,69351,203582,22079.69350833,10477730.651153466,20343.17309266,9653679.666081822,1613441.0652250142,263.53200451676736,-19.53613448852836,13216739.78606056,1061156.78585159,9657092.05786489
2014-09-02,191326,3353617,147,1.33208957,6272170253.359801,11.81823902,200432.241745256,3675.0,474.430670660433,73278,189122,27908.55386604,13240673.927828176,28270.566133,13412423.650429312,1743532.7146770912,266.1708868580727,-19.14313604107025,13220414.78606053,1060794.77358463,9481459.24326828
2014-09-03,169050,3358037,169,1.33099316,6267939738.118691,10.80130356,230428.903775158,4225.0,473.95920338983,69430,171121,19846.24624077,9406311.058553757,27491.4158265,13029809.545186505,2002477.634322032,266.89032138577915,-19.340966631178432,13224639.78606051,1053149.6039989,4933558.30147667
2014-09-04,180670,3365729,158,1.37428858,6476124936.21524,11.3135362,215430.572760207,3950.0,489.555201344243,71310,182139,27105.39891707,13269589.02436223,21781.4733042,10663233.549011884,1933743.04530976,299.54153501762755,-15.866926467435286,13228589.78606049,1058473.52961177,11701691.1367735
2014-09-05,188565,3372771,145,1.34365527,6334919955.788576,11.40646907,197705.27246981,3625.0,478.749782875511,70511,189669,20852.6456827,9983199.592972586,17454.8282576,8356495.238455335,1735467.9629237272,291.2310616821801,-17.775676777292986,13232214.78606047,1061871.34703687,6112208.48919633
2014-09-06,152934,3380379,179,1.34865874,6362115562.189336,18.84805354,244063.750152386,4475.0,480.64249181765,60225,158597,16931.38291006,8137942.071810013,11635.78292796,5592651.700743966,2150875.150883984,307.8040189457788,-17.985623617001096,13236689.78606046,1067166.94701897,2911157.04601939
2014-09-07,232778,3406956,155,1.34317011,6333829405.773938,10.12912975,211340.118847038,3875.0,478.36550087668,60251,274948,14537.77779013,6954371.354209412,14632.89589046,6999872.5719162095,1853666.315897135,299.2534681624167,-18.786812460711637,13240564.78606045,1067071.82891864,3024008.00913914
2014-09-08,196424,3411601,144,1.31734021,6211188748.440897,12.41075614,196341.787832087,3600.0,468.975495908825,76646,196202,23288.72944524,10921843.440667884,20912.58005819,9807487.603522658,1688311.78527177,297.2436714993856,-20.37477107861661,13244164.78606045,1069447.97830569,15815178.6940983
2014-09-09,243692,3372787,146,1.33112394,6272999635.0141115,14.43880809,199068.757107533,3650.0,473.51202717709,81139,206858,36305.30082019,17190996.588642236,25410.41065413,12032135.06023942,1728318.8991963784,290.4955199206034,-19.65841261379534,13247814.78606045,1080342.86847175,10037207.4423458
2014-09-10,221162,3348874,157,1.34373558,6331395265.325585,12.68042071,214067.088122484,3925.0,477.778417592051,75019,190222,30266.3364734,14460602.346569628,28052.3790886,13402821.290643647,1875280.2890488,290.93101903806524,-16.682271690613675,13251739.78606045,1082556.82585655,11583919.9858856
2014-09-11,171772,3356097,170,1.34256122,6326695286.537355,9.92569749,231792.388412881,4250.0,477.270682057276,64288,169692,23375.49601907,11156438.928448679,16593.01757415,7919360.815002938,2028400.398743423,275.5427966047579,-16.018939548812675,13255989.78606045,1089339.30430147,7377521.05028298
2014-09-12,166122,3364456,154,1.33422001,6285128022.207497,10.57516311,209976.634209315,3850.0,473.997282291058,67281,168529,19162.56507831,9083003.768844476,19126.46128087,9065890.666977528,1824889.5368205733,273.87172829244736,-13.562534286155264,13259839.78606045,1089375.40809891,5774123.05784427
2014-09-13,152145,3371616,181,1.34529696,6339848712.528225,9.42337938,250729.580909984,4525.0,477.960973991818,60474,153973,14671.62877213,7012465.977973636,11821.78899373,5650353.781768945,2162773.407312976,275.1427931819184,-5.374405593197584,13264364.78606045,1092225.24787731,7707644.50680403
2014-09-14,240833,3391424,158,1.33870825,6311048240.501205,11.37381374,234289.364098999,3950.0,475.648063997662,68210,284954,16073.73339997,7645440.172910286,17312.88403559,8234839.773744413,1878809.8527907648,282.51217350308974,-4.9318126828825175,13268314.78606045,1090986.09724169,4399728.05728449
2014-09-15,190655,3393497,158,1.33078173,6273210670.646698,12.11120752,234289.364098999,3950.0,472.655629748685,77918,190558,23392.90285762,11056787.231818194,20622.58805001,9747382.341825182,1866989.7375073056,277.89348123639974,-9.409204564374802,13272264.78606045,1093756.4120493,6826509.89800242
2014-09-16,225014,3398937,171,1.30741226,6162674425.815308,14.71636617,253566.337094486,4275.0,464.177754529515,89544,222710,22893.50990324,10626658.020185156,21448.92939892,9956115.885452785,1984359.9006136768,267.7976173919002,-6.747547025788212,13276539.78606045,1095200.99255362,6909125.36726341
2014-09-17,191063,3402568,186,1.28560635,6060736703.119739,12.04040423,275808.998243125,4650.0,456.339891291642,78526,193554,25552.5226803,11660635.422155319,21969.82093895,10025705.698977284,2121980.4945061356,259.61369593604246,-2.6906522730071223,13281189.78589664,1098783.69429497,11961580.8122486
2014-09-18,190890,3410674,179,1.20503333,5671386004.701872,12.21500494,265429.089707094,4475.0,426.880106954997,76357,192000,44363.58400671,18937931.48569136,35107.16245804,14986549.26497457,1910288.4786236116,236.38081892279345,-12.307916810127471,13285664.78573284,1108040.11584364,29729670.2581773
2014-09-19,172255,3416212,171,1.11512348,5234826089.466575,10.81949325,253566.337094486,4275.0,393.893890707189,70093,170839,53517.05144762,21080039.613879845,49228.82168975,19390932.11030608,1683896.3827732329,217.19347246207272,-23.53361933085456,13289939.78573284,1112328.34560151,28559984.9728581
2014-09-20,169941,3418369,176,1.16620763,5464523276.927779,10.30374396,260980.557477366,4400.0,411.041342781999,64168,169223,27213.50954579,11185877.505512267,23174.15036683,9525533.884613756,1808581.908240796,234.3929974744692,-20.84823268250423,13294339.78573284,1116367.70478047,23384116.5423282
2014-09-21,200712,3433188,164,1.1367134,5324755541.167692,9.0868786,243186.428558455,4100.0,400.404530683811,57668,238140,29636.54211675,11866605.737348283,28542.0237766,11428355.635035696,1641658.5758036252,224.19252027329676,-22.426181738730467,13298439.78556904,1117462.22312062,15423671.7670008
