window,min_sats_per_dollar,max_sats_per_dollar,uniform_sats_per_dollar,dynamic_sats_per_dollar,uniform_percentile,dynamic_percentile,excess_percentile
2025-09-01 → 2026-09-01,801.1250765566017,1708.6693076829465,1264.7732911823393,1338.3237755654586,51.08822233934627,59.19256390866422,8.104341569317953
2025-09-02 → 2026-09-02,801.1250765566017,1708.6693076829465,1265.8061616965144,1338.2477446014757,51.20203172502141,59.18418624933089,7.982154524309479
2025-09-03 → 2026-09-03,801.1250765566017,1708.6693076829465,1266.7108425350289,1338.2719019692138,51.30171621504254,59.18684808849086,7.885131873448323
2025-09-04 → 2026-09-04,801.1250765566017,1708.6693076829465,1267.6955067689394,1338.197940009884,51.4102138728028,59.17869840753944,7.768484534736643
2025-09-05 → 2026-09-05,801.1250765566017,1708.6693076829465,1268.6549404964594,1337.9521670996721,51.51593144497328,59.151617313110926,7.635685868137642
2025-09-06 → 2026-09-06,801.1250765566017,1708.6693076829465,1269.5887372077264,1337.6235530926454,51.61882413926192,59.115408168062544,7.496584028800626
2025-09-07 → 2026-09-07,801.1250765566017,1708.6693076829465,1270.5657102343596,1337.3075800513434,51.72647432237428,59.08059189900756,7.3541175766332785
2025-09-08 → 2026-09-08,801.1250765566017,1708.6693076829465,1271.5940097996693,1337.1847610084487,51.839780046772255,59.06705877977411,7.227278733001853
2025-09-09 → 2026-09-09,801.1250765566017,1708.6693076829465,1272.6505324734878,1337.0137068924487,51.956195604007114,59.04821076001557,7.092015156008458
2025-09-10 → 2026-09-10,801.1250765566017,1708.6693076829465,1273.7631622085296,1336.8958844314784,52.07879345619785,59.03522820148793,6.956434745290082
2025-09-11 → 2026-09-11,801.1250765566017,1708.6693076829465,1274.9052379012953,1336.90350485838,52.20463588388298,59.03606787702553,6.831431993142552
2025-09-12 → 2026-09-12,801.1250765566017,1708.6693076829465,1276.0753218927523,1336.9913365419418,52.333564475055304,59.04574582775777,6.712181352702466
2025-09-13 → 2026-09-13,801.1250765566017,1708.6693076829465,1277.282460295829,1337.0221429565902,52.46657599798444,59.04914030855461,6.58256431057017
2025-09-14 → 2026-09-14,801.1250765566017,1708.6693076829465,1278.4167792308008,1337.2036883361316,52.59156372817628,59.06914433406817,6.4775806058918874
