window,min_sats_per_dollar,max_sats_per_dollar,uniform_sats_per_dollar,dynamic_sats_per_dollar,uniform_percentile,dynamic_percentile,excess_percentile
2016-01-01 → 2017-01-01,100275.01847945956,272969.2071151107,186496.47341994694,237658.5800222933,49.927247478139954,79.55308897665603,29.625841498516074
2016-01-02 → 2017-01-02,98320.88709000811,272969.2071151107,186137.52393541028,237979.96906339505,50.28198200405254,79.96588913842024,29.6839071343677
2016-01-03 → 2017-01-03,96842.07173230938,272969.2071151107,185774.20138438346,238307.8533111039,50.493144885815376,80.32026483104235,29.827119945226976
2016-01-04 → 2017-01-04,88144.83325140158,272969.2071151107,185380.9052563922,238543.08456221,52.60998318148948,81.37360249991336,28.763619318423878
2016-01-05 → 2017-01-05,88144.83325140158,272969.2071151107,185024.61791834253,238867.4714404129,52.41721242804308,81.54911337622349,29.13190094818041
2016-01-06 → 2017-01-06,88144.83325140158,272969.2071151107,184700.1657403096,239185.05050964467,52.241666220986986,81.7209408590348,29.479274638047812
2016-01-07 → 2017-01-07,88144.83325140158,272969.2071151107,184369.08755776478,239465.71279403917,52.06253498649463,81.87279436110668,29.810259374612052
2016-01-08 → 2017-01-08,88144.83325140158,272969.2071151107,184074.33291946893,240412.0643787902,51.90305675744179,82.38482184155626,30.48176508411447
2016-01-09 → 2017-01-09,88144.83325140158,272969.2071151107,183775.91467847806,241285.91969148893,51.741596320837836,82.85762491099509,31.11602859015725
2016-01-10 → 2017-01-10,88144.83325140158,272969.2071151107,183470.78072528774,242099.0295801259,51.57650232007832,83.29756141484418,31.721059094765863
2016-01-11 → 2017-01-11,88144.83325140158,272969.2071151107,183209.00233455587,242915.7714322553,51.43486602760268,83.73946300772157,32.30459698011889
2016-01-12 → 2017-01-12,88144.83325140158,272969.2071151107,182939.78740908127,243774.598318535,51.28920616692157,84.20413488423121,32.914928717309635
2016-01-13 → 2017-01-13,88144.83325140158,272969.2071151107,182652.5746569847,244500.43885434337,51.13380850692011,84.59685393996767,33.46304543304756
2016-01-14 → 2017-01-14,88144.83325140158,272969.2071151107,182354.5620087385,245028.7909761115,50.97256751796593,84.88272106383398,33.910153545868056
2016-01-15 → 2017-01-15,88144.83325140158,272969.2071151107,182051.08767611842,245515.33426859032,50.808371461852765,85.14596734586257,34.33759588400981
2016-01-16 → 2017-01-16,88144.83325140158,272969.2071151107,181638.25567589968,244236.6534386869,50.585006982596816,84.45413173826769,33.869124755670875
2016-01-17 → 2017-01-17,88144.83325140158,272969.2071151107,181236.85877774152,243544.5034198403,50.3678295131067,84.0796410775516,33.7118115644449
2016-01-18 → 2017-01-18,88144.83325140158,272969.2071151107,180833.65376554205,242647.8105989521,50.149673755957046,83.59448167885161,33.44480792289456
2016-01-19 → 2017-01-19,88144.83325140158,272969.2071151107,180427.6621177894,241782.2640574102,49.930010277993894,83.12617410477581,33.19616382678192
2016-01-20 → 2017-01-20,88144.83325140158,272969.2071151107,180011.51207552457,240666.65029158987,49.7048505582203,82.52256661378387,32.817716055563565
2016-01-21 → 2017-01-21,88144.83325140158,272969.2071151107,179658.4539306847,240712.8776165086,49.51382697325729,82.54757810115014,33.03375112789285
2016-01-22 → 2017-01-22,88144.83325140158,272969.2071151107,179288.1118690071,240457.92205087692,49.31345185284666,82.40963332671272,33.09618147386606
2016-01-23 → 2017-01-23,88144.83325140158,272969.2071151107,178869.48798663827,239364.37477889605,49.08695365154475,81.81796500444518,32.73101135290043
2016-01-24 → 2017-01-24,88144.83325140158,272969.2071151107,178471.19459783638,238384.13752380913,48.87145534876376,81.28760354042652,32.41614819166276
2016-01-25 → 2017-01-25,88144.83325140158,272969.2071151107,178100.02753893973,237855.51719291555,48.67063386015948,81.0015913008918,32.33095744073233
2016-01-26 → 2017-01-26,88144.83325140158,272969.2071151107,177702.15213039084,236970.4186231751,48.455361707341424,80.52270502023646,32.067343312895034
2016-01-27 → 2017-01-27,88144.83325140158,272969.2071151107,177301.55531699804,236017.8767758201,48.238617127057765,80.00732827233122,31.768711145273457
2016-01-28 → 2017-01-28,88144.83325140158,272969.2071151107,176906.36533985625,235122.6380523273,48.02479793812697,79.52295561910478,31.498157680977805
2016-01-29 → 2017-01-29,88144.83325140158,272969.2071151107,176484.82036363002,233706.45863970977,47.796719266784045,78.75672582862173,30.96000656183768
2016-01-30 → 2017-01-30,88144.83325140158,272969.2071151107,176061.94953927456,232228.38170147102,47.56792323976908,77.95700612318467,30.38908288341559
2016-01-31 → 2017-01-31,88144.83325140158,272969.2071151107,175621.03759689184,230627.2892239787,47.329365990437964,77.09072834605935,29.761362355621387
2016-02-01 → 2017-02-01,88144.83325140158,271666.63190916245,175153.1718576791,228594.00369680667,47.41035628608583,76.52996617983273,29.119609893746897
2016-02-02 → 2017-02-02,88144.83325140158,271666.63190916245,174689.56397988112,226632.38073054803,47.15773895060378,75.46108881452489,28.303349863921106
2016-02-03 → 2017-02-03,88144.83325140158,271666.63190916245,174227.28691707904,224638.63243772357,46.90584676875776,74.37470653873731,27.468859769979552
2016-02-04 → 2017-02-04,88144.83325140158,269676.7261346181,173750.62530778316,222395.39413919934,47.15743922278918,73.95425605690352,26.79681683411434
2016-02-05 → 2017-02-05,88144.83325140158,269676.7261346181,173320.03043205698,220737.10201231536,46.92023854753197,73.04075700142306,26.120518453891087
2016-02-06 → 2017-02-06,88144.83325140158,269676.7261346181,172877.45448803622,218842.10274711353,46.67643789245618,71.99686370250785,25.320425810051674
2016-02-07 → 2017-02-07,88144.83325140158,269676.7261346181,172408.739359175,216553.52369807853,46.41823801285555,70.73616013539015,24.317922122534604
2016-02-08 → 2017-02-08,88144.83325140158,269676.7261346181,171941.34580854315,214179.92463331175,46.160766147604555,69.4286218141246,23.267855666520042
2016-02-09 → 2017-02-09,88144.83325140158,267729.2928968212,171483.7936330867,211559.29541681244,46.406554635202646,68.72223933467653,22.315684699473884
2016-02-10 → 2017-02-10,88144.83325140158,264803.0427971326,171027.68141976124,210342.34038888427,46.917065661137016,69.17171155063119,22.25464588949417
2016-02-11 → 2017-02-11,88144.83325140158,264803.0427971326,170578.30953782197,208798.27243878404,46.662692041538584,68.29766898330826,21.634976941769672
2016-02-12 → 2017-02-12,88144.83325140158,261578.47259009586,170127.5500022797,207542.46385606183,47.270366385367765,68.84340953688435,21.573043151516586
2016-02-13 → 2017-02-13,88144.83325140158,256674.54400532218,169687.29444132908,206471.0138302812,48.384620625731735,70.21087264052457,21.826252014792836
2016-02-14 → 2017-02-14,88144.83325140158,251689.8114505232,169257.1005626437,206056.0172455969,49.59630567958201,72.09709848176101,22.500792802179
2016-02-15 → 2017-02-15,88144.83325140158,251689.8114505232,168854.9606051403,205707.47806861057,49.350416162256835,71.88398330034471,22.533567138087875
2016-02-16 → 2017-02-16,88144.83325140158,251689.8114505232,168435.3186451904,205504.29241158644,49.09382500025919,71.75974490472933,22.665919904470144
2016-02-17 → 2017-02-17,88144.83325140158,251689.8114505232,168023.27291295203,205313.42254744694,48.84187857134672,71.64303703253339,22.801158461186667
2016-02-18 → 2017-02-18,88144.83325140158,251689.8114505232,167624.10213999957,205135.1902771094,48.59780456959629,71.53405644976027,22.93625188016398
2016-02-19 → 2017-02-19,88144.83325140158,251689.8114505232,167234.67811188666,204965.76559260237,48.3596902401922,71.4304612881279,23.0707710479357
2016-02-20 → 2017-02-20,88144.83325140158,251689.8114505232,166835.62225223015,204799.35480467064,48.11568650247386,71.32870898135324,23.213022478879388
2016-02-21 → 2017-02-21,88144.83325140158,251689.8114505232,166458.00278892898,204660.146212695,47.884790104761535,71.24358952766622,23.35879942290468
2016-02-22 → 2017-02-22,88144.83325140158,251689.8114505232,166078.1183243448,204518.9777418248,47.65250876615531,71.15727170095906,23.50476293480375
2016-02-23 → 2017-02-23,84114.06710114426,251689.8114505232,165684.55177646494,204373.96283385286,48.67678493210464,71.76450040524871,23.087715473144073
2016-02-24 → 2017-02-24,84114.06710114426,251689.8114505232,165265.68698425943,204204.5754890059,48.426829430589926,71.6634193415753,23.23658991098538
2016-02-25 → 2017-02-25,84114.06710114426,251689.8114505232,164859.64767736723,204043.67504550103,48.18452747426046,71.56740279447324,23.382875320212776
2016-02-26 → 2017-02-26,84114.06710114426,251689.8114505232,164447.72546434795,203879.8733534127,47.93871492267755,71.4696549415699,23.530940018892352
2016-02-27 → 2017-02-27,83741.40168431975,251689.8114505232,164044.81661026474,203726.60899048593,47.81433479348405,71.44170490997467,23.627370116490624
2016-02-28 → 2017-02-28,83741.40168431975,251689.8114505232,163644.740461663,203355.35378786307,47.57612107704656,71.22065178828115,23.644530711234587
2016-02-29 → 2017-02-28,83741.40168431975,251689.8114505232,163461.003818709,203064.10252089237,47.466720432402305,71.0472346851504,23.580514252748095
